City,Date,aggVODKA,aggRUM,aggBRANDIES,aggSCHNAPPS,aggWHISKIES,aggTEQUILA,aggSCOTCH,aggOTHER,aggLIQUEURS,numRecords,Volume Sold (Liters),Bottles Sold,Sale (Dollars)
ACKLEY,01/05/2015,0,0,0,1,0,0,0,1,0,2,12.0,16,146.48000000000002
ACKLEY,01/06/2014,1,0,0,0,1,0,0,0,0,2,12.0,16,93.2
ACKLEY,01/07/2013,0,0,0,0,2,0,0,0,1,3,14.25,15,201.32999999999998
ACKLEY,01/13/2014,0,1,0,0,0,0,0,0,0,1,10.5,6,103.92
ACKLEY,01/17/2012,1,0,0,0,0,0,0,0,0,1,9.0,12,111.96
ACKLEY,01/22/2013,0,0,0,0,1,0,0,0,0,1,31.5,18,282.06
ACKLEY,01/26/2015,0,1,0,0,1,0,0,0,0,2,13.0,16,269.4
ACKLEY,01/27/2014,0,0,0,1,1,0,0,0,0,2,8.25,7,52.620000000000005
ACKLEY,01/30/2012,0,0,0,0,2,0,0,0,0,2,16.5,12,140.57999999999998
ACKLEY,02/03/2014,1,0,0,0,0,0,0,0,0,1,10.5,6,62.28
ACKLEY,02/04/2013,0,0,0,0,1,0,0,2,0,3,15.75,15,180.45
ACKLEY,02/07/2012,1,0,0,0,0,1,0,0,0,2,21.75,14,291.64
ACKLEY,02/12/2013,0,1,0,0,1,0,0,0,0,2,40.5,30,421.44
ACKLEY,02/14/2012,0,0,0,0,0,1,0,0,0,1,1.5,4,32.96
ACKLEY,02/16/2015,0,0,0,0,2,0,0,1,0,3,37.5,26,427.3
ACKLEY,02/17/2014,0,1,0,0,0,0,0,0,0,1,18.0,24,314.88
ACKLEY,02/19/2013,0,0,0,0,1,1,0,0,0,2,12.0,18,265.02
ACKLEY,02/20/2012,1,0,1,0,0,0,0,0,0,2,13.5,10,64.2
ACKLEY,02/25/2013,0,0,0,0,2,0,0,0,0,2,15.0,12,108.0
ACKLEY,03/03/2014,1,0,0,0,2,0,0,0,0,3,14.5,16,209.38
ACKLEY,03/06/2012,1,0,0,0,1,0,0,0,0,2,42.0,24,346.26
ACKLEY,03/09/2015,1,0,0,0,1,0,0,0,0,2,12.0,10,94.7
ACKLEY,03/10/2014,2,0,0,2,1,0,0,1,0,6,45.25,35,316.29999999999995
ACKLEY,03/12/2013,1,0,0,0,0,0,0,0,0,1,10.5,6,130.44
ACKLEY,03/18/2013,0,0,0,0,1,0,0,0,0,1,3.0,4,56.16
ACKLEY,03/19/2012,2,0,0,1,1,0,0,0,0,4,20.25,19,189.11
ACKLEY,03/25/2013,0,0,0,1,2,0,0,0,0,3,17.25,15,136.71
ACKLEY,03/27/2012,0,0,0,0,1,0,0,0,0,1,31.5,18,282.06
ACKLEY,03/30/2015,0,1,0,1,0,0,0,0,1,3,16.5,14,225.42000000000002
ACKLEY,03/31/2014,0,1,0,0,0,0,0,0,0,1,21.0,12,319.44
ACKLEY,04/07/2014,0,0,0,0,2,0,0,1,2,5,21.0,26,412.64
ACKLEY,04/09/2012,0,0,0,1,1,0,0,1,0,3,24.75,21,171.89999999999998
ACKLEY,04/10/2012,0,0,0,1,0,0,0,0,0,1,1.12,3,29.37
ACKLEY,04/13/2015,2,0,0,0,2,0,0,0,2,6,35.5,32,430.71999999999997
ACKLEY,04/15/2013,2,0,0,0,3,0,0,0,0,5,39.0,24,298.40999999999997
ACKLEY,04/20/2015,1,0,0,0,0,0,0,0,0,1,3.75,5,86.2
ACKLEY,04/22/2013,0,0,0,0,1,0,0,0,0,1,6.0,6,49.5
ACKLEY,04/23/2012,0,0,0,0,1,0,0,0,0,1,12.0,12,88.8
ACKLEY,05/01/2012,0,1,0,0,0,0,0,0,0,1,1.0,2,16.5
ACKLEY,05/04/2015,0,0,0,0,0,1,0,0,0,1,1.5,4,33.0
ACKLEY,05/05/2014,2,0,0,0,1,0,0,0,0,3,25.5,22,265.74
ACKLEY,05/07/2012,1,0,0,1,0,0,0,0,0,2,12.75,9,90.15
ACKLEY,05/07/2013,1,0,0,0,1,0,0,0,0,2,40.5,30,327.6
ACKLEY,05/11/2015,2,1,0,0,3,0,0,1,0,7,37.75,37,423.65999999999997
ACKLEY,05/13/2013,1,0,0,0,0,0,0,0,0,1,9.0,12,60.6
ACKLEY,05/18/2015,0,0,0,0,0,0,0,1,0,1,2.0,4,33.24
ACKLEY,05/19/2014,0,1,0,0,1,0,0,0,0,2,42.0,24,483.96000000000004
ACKLEY,05/20/2013,1,0,0,0,0,0,0,1,1,3,15.0,12,138.28
ACKLEY,05/21/2013,0,0,0,0,1,0,0,0,0,1,9.0,12,125.88
ACKLEY,05/25/2012,0,0,0,0,1,0,0,2,0,3,10.5,9,83.91
ACKLEY,06/01/2015,0,0,1,0,0,0,0,0,0,1,3.0,4,113.96
ACKLEY,06/02/2014,2,0,0,0,1,0,0,0,0,3,20.0,19,260.19
ACKLEY,06/04/2012,0,0,0,1,0,0,0,0,0,1,2.0,2,22.04
ACKLEY,06/04/2013,1,0,0,0,1,0,0,0,0,2,9.3,13,124.22999999999999
ACKLEY,06/05/2012,0,0,0,0,1,0,0,1,0,2,3.37,9,50.85
ACKLEY,06/09/2014,1,0,0,0,0,0,0,0,0,1,9.0,12,60.12
ACKLEY,06/15/2015,0,0,0,0,1,0,0,0,0,1,1.88,5,15.4
ACKLEY,06/18/2012,1,0,0,0,1,0,0,0,0,2,21.0,12,132.6
ACKLEY,06/19/2012,0,0,0,0,1,0,0,0,0,1,9.0,12,89.28
ACKLEY,06/23/2014,2,0,0,0,0,0,0,0,0,2,12.0,16,120.16
ACKLEY,06/25/2013,0,0,0,0,1,0,0,0,0,1,9.0,12,89.28
ACKLEY,07/01/2013,0,0,1,0,2,0,0,0,1,4,24.75,17,210.72
ACKLEY,07/02/2012,0,0,0,1,1,0,0,0,0,2,8.25,7,70.91999999999999
ACKLEY,07/06/2015,1,1,1,0,0,0,0,0,1,4,14.250000000000002,13,199.77
ACKLEY,07/07/2014,1,0,0,0,4,0,0,0,0,5,40.5,38,587.8000000000001
ACKLEY,07/10/2012,0,0,0,0,1,0,0,0,0,1,42.0,24,358.08
ACKLEY,07/13/2015,0,0,0,0,2,0,0,0,0,2,5.25,10,81.44
ACKLEY,07/15/2013,1,0,0,0,0,0,0,2,0,3,18.0,12,126.96000000000001
ACKLEY,07/16/2012,0,0,0,0,0,0,0,0,1,1,2.0,2,44.44
ACKLEY,07/20/2015,0,0,0,1,1,0,0,0,0,2,3.5,5,62.29
ACKLEY,07/21/2014,0,1,0,0,2,0,0,0,0,3,15.75,17,218.86
ACKLEY,07/29/2013,2,0,0,1,2,0,0,1,0,6,52.5,54,711.0
ACKLEY,07/31/2012,0,1,0,0,2,0,0,0,0,3,70.5,54,645.6
ACKLEY,08/03/2015,1,1,1,0,1,0,0,1,0,5,43.5,34,597.0
ACKLEY,08/04/2014,1,0,0,0,0,0,0,0,0,1,9.0,12,148.56
ACKLEY,08/06/2012,0,0,0,0,0,1,0,0,0,1,3.0,3,32.16
