City,Date,aggVODKA,aggRUM,aggBRANDIES,aggSCHNAPPS,aggWHISKIES,aggTEQUILA,aggSCOTCH,aggOTHER,aggLIQUEURS,numRecords,Volume Sold (Liters),Bottles Sold,Sale (Dollars)
ACKLEY,01/05/2015,0,0,0,0,1,0,0,0,0,1,10.5,6,82.26
ACKLEY,01/06/2014,0,0,0,0,2,0,0,2,0,4,33.75,33,255.75
ACKLEY,01/07/2013,0,0,0,0,0,0,0,1,1,2,12.5,8,113.96000000000001
ACKLEY,01/08/2013,0,1,0,0,0,0,0,0,0,1,9.0,12,103.92
ACKLEY,01/16/2012,0,0,0,0,1,0,0,1,0,2,15.0,12,142.98000000000002
ACKLEY,01/22/2013,0,0,0,0,2,0,0,0,0,2,9.3,13,127.38000000000001
ACKLEY,01/26/2015,0,1,0,0,1,0,0,1,0,3,22.5,22,282.12
ACKLEY,01/27/2014,2,0,0,0,2,0,0,0,0,4,54.0,40,362.0
ACKLEY,01/30/2012,1,0,0,0,1,0,0,0,0,2,19.5,18,151.07999999999998
ACKLEY,02/03/2014,0,0,0,0,1,0,0,0,0,1,0.5,1,12.95
ACKLEY,02/04/2013,0,0,1,0,0,0,0,1,0,2,5.25,7,44.87
ACKLEY,02/06/2012,2,0,1,0,0,0,0,1,0,4,20.25,27,216.72
ACKLEY,02/16/2015,1,1,0,0,2,0,0,0,1,5,25.75,35,388.4100000000001
ACKLEY,02/19/2013,1,0,0,0,0,0,0,0,0,1,9.0,12,116.88
ACKLEY,02/20/2012,0,0,0,0,1,0,0,0,0,1,12.0,12,88.8
ACKLEY,03/03/2014,4,0,0,1,1,0,0,1,0,7,70.25,43,606.13
ACKLEY,03/05/2013,0,1,0,0,0,0,0,0,0,1,9.0,12,152.88
ACKLEY,03/09/2015,0,0,0,0,1,0,0,0,0,1,1.2,2,20.4
ACKLEY,03/10/2014,0,0,1,0,0,0,0,2,0,3,24.0,16,202.38
ACKLEY,03/12/2013,0,0,1,0,1,0,0,0,0,2,9.3,13,113.34
ACKLEY,03/18/2013,0,0,0,0,1,0,0,0,0,1,10.5,6,67.14
ACKLEY,03/19/2012,2,0,0,1,1,0,0,1,1,6,24.0,32,297.58000000000004
ACKLEY,03/30/2015,3,0,0,0,4,1,0,0,0,8,78.5,66,981.9399999999999
ACKLEY,04/07/2014,2,0,0,1,0,0,0,0,0,3,34.0,28,235.44
ACKLEY,04/09/2012,0,0,0,0,1,0,0,0,0,1,3.0,4,35.96
ACKLEY,04/10/2012,1,0,0,0,0,0,0,0,0,1,9.0,12,113.88
ACKLEY,04/13/2015,0,0,0,1,1,0,0,0,0,2,13.5,10,95.58
ACKLEY,04/14/2014,1,0,0,0,0,0,0,0,0,1,9.0,12,60.12
ACKLEY,04/15/2013,1,0,0,0,0,0,0,0,0,1,12.0,12,75.0
ACKLEY,04/16/2013,1,1,0,0,0,0,0,0,0,2,19.5,18,217.07999999999998
ACKLEY,04/20/2015,1,0,0,0,0,0,0,0,0,1,10.5,6,62.28
ACKLEY,04/22/2013,1,0,0,0,0,0,0,0,0,1,10.5,6,62.28
