City,Date,aggVODKA,aggRUM,aggBRANDIES,aggSCHNAPPS,aggWHISKIES,aggTEQUILA,aggSCOTCH,aggOTHER,aggLIQUEURS,numRecords,Volume Sold (Liters),Bottles Sold,Sale (Dollars)
ACKLEY,01/05/2015,0,1,0,0,0,0,0,0,0,1,9.0,12,134.88
ACKLEY,01/06/2014,0,0,1,0,1,0,0,0,0,2,10.5,6,175.47
ACKLEY,01/13/2014,0,1,0,0,0,0,0,0,0,1,21.0,12,307.44
ACKLEY,01/16/2015,0,1,0,1,0,0,0,0,0,2,11.25,30,200.52
ACKLEY,01/26/2015,1,1,0,0,1,0,0,2,0,5,42.0,36,384.28
ACKLEY,01/27/2014,0,0,0,1,0,0,0,0,0,1,1.5,2,34.62
ACKLEY,01/30/2012,0,0,1,0,0,0,0,0,0,1,4.5,6,46.92
ACKLEY,02/04/2013,1,0,0,0,0,0,0,1,0,2,21.0,12,132.42000000000002
ACKLEY,02/06/2012,0,1,0,0,1,0,0,0,0,2,7.5,6,80.73
ACKLEY,02/07/2012,1,0,0,0,0,0,0,0,0,1,10.5,6,61.8
ACKLEY,02/14/2012,0,0,1,0,2,0,0,0,0,3,28.5,30,445.08
ACKLEY,02/16/2015,0,0,0,0,2,0,0,0,0,2,4.0,6,49.22
ACKLEY,02/17/2014,1,1,0,0,0,0,0,0,0,2,2.0,4,38.9
ACKLEY,02/20/2012,0,1,1,0,0,0,0,0,0,2,6.0,8,74.44
ACKLEY,02/25/2013,0,0,0,1,1,0,0,0,0,2,9.0,12,63.48
ACKLEY,02/28/2012,1,0,0,0,0,0,0,0,0,1,9.0,12,116.88
ACKLEY,03/03/2014,1,1,0,0,2,0,0,2,0,6,21.75,23,248.28000000000003
ACKLEY,03/05/2013,0,0,0,0,1,0,0,0,0,1,42.0,24,376.08
ACKLEY,03/09/2015,1,0,0,0,0,0,0,0,0,1,10.5,6,62.28
ACKLEY,03/10/2014,1,0,0,0,1,0,0,1,0,3,30.0,24,203.1
ACKLEY,03/12/2013,0,0,0,0,1,0,0,0,0,1,9.0,24,110.4
ACKLEY,03/17/2014,0,1,0,0,1,0,0,0,0,2,10.0,14,269.1
ACKLEY,03/18/2013,0,0,1,0,0,0,0,1,0,2,8.25,7,66.95
ACKLEY,03/19/2012,1,0,0,0,1,0,0,1,0,3,31.5,30,212.16000000000003
ACKLEY,03/20/2012,0,0,0,0,1,0,0,0,1,2,32.25,20,301.36
ACKLEY,03/25/2013,0,0,0,0,0,0,0,0,1,1,2.25,3,27.12
ACKLEY,03/30/2015,0,0,1,2,1,0,0,0,0,4,25.5,26,205.44000000000003
ACKLEY,03/31/2014,0,0,0,0,1,0,0,0,0,1,21.0,12,188.04
ACKLEY,04/02/2013,1,0,0,0,0,0,0,1,0,2,11.25,18,97.26
ACKLEY,04/06/2015,1,0,0,0,0,0,0,0,0,1,18.0,24,120.24
ACKLEY,04/07/2014,0,0,0,1,2,1,0,0,0,4,26.5,26,222.28
ACKLEY,04/09/2012,2,1,0,0,2,0,0,0,0,5,27.75,25,319.29
ACKLEY,04/13/2015,0,1,0,0,2,0,0,0,0,3,27.0,48,258.24
ACKLEY,04/14/2014,0,0,0,0,1,0,0,1,0,2,10.5,16,119.96
ACKLEY,04/15/2013,0,0,0,0,1,0,0,0,0,1,3.0,4,20.12
ACKLEY,04/16/2013,0,0,0,0,1,0,0,0,0,1,42.0,24,376.08
ACKLEY,04/20/2015,0,0,0,0,0,0,0,1,0,1,1.5,3,24.93
ACKLEY,04/23/2012,0,0,0,0,0,1,0,1,0,2,7.0,8,95.19999999999999
ACKLEY,04/23/2013,0,1,0,0,0,0,0,0,0,1,9.0,12,134.88
ACKLEY,04/24/2012,0,0,0,0,0,0,0,2,0,2,11.25,18,144.9
ACKLEY,05/01/2012,0,1,0,0,1,0,0,1,0,3,27.0,36,357.0
ACKLEY,05/04/2015,0,0,0,0,0,0,0,1,0,1,9.0,12,124.2
ACKLEY,05/05/2014,1,0,0,0,0,0,0,1,0,2,26.25,15,159.84
ACKLEY,05/11/2015,1,0,0,0,1,0,0,0,0,2,13.5,10,90.6
ACKLEY,05/13/2013,0,0,0,0,0,0,0,1,0,1,3.0,4,27.68
ACKLEY,05/19/2014,1,0,0,0,1,0,0,0,0,2,27.0,36,281.88
ACKLEY,05/20/2013,0,0,0,1,0,0,0,0,0,1,9.0,12,149.76
ACKLEY,05/25/2012,1,0,0,0,1,0,0,0,0,2,15.0,12,109.56
ACKLEY,06/01/2015,0,0,0,0,4,0,0,1,0,5,46.0,30,428.5
ACKLEY,06/02/2014,1,1,0,0,1,0,0,0,0,3,51.0,36,709.8
ACKLEY,06/05/2012,0,0,0,0,0,0,0,1,0,1,9.0,12,106.2
ACKLEY,06/15/2015,0,1,0,0,0,0,0,0,0,1,9.0,12,104.04
ACKLEY,06/18/2012,0,0,0,0,2,0,0,0,0,2,21.0,12,167.76
ACKLEY,06/19/2012,0,0,0,0,1,0,0,1,0,2,11.25,18,179.16000000000003
ACKLEY,06/23/2014,1,0,0,0,1,0,0,1,0,3,30.0,32,262.92
ACKLEY,07/01/2013,1,0,1,0,2,0,0,0,0,4,28.5,30,225.75
ACKLEY,07/02/2012,0,1,0,0,0,0,0,0,0,1,4.5,6,74.94
ACKLEY,07/06/2015,0,1,0,0,1,0,0,0,0,2,52.5,30,520.3199999999999
ACKLEY,07/07/2014,1,0,0,0,0,0,0,2,0,3,15.5,10,110.58
ACKLEY,07/08/2013,2,0,0,0,1,0,0,0,0,3,20.25,30,194.34
