City,Date,aggVODKA,aggRUM,aggBRANDIES,aggSCHNAPPS,aggWHISKIES,aggTEQUILA,aggSCOTCH,aggOTHER,aggLIQUEURS,numRecords,Volume Sold (Liters),Bottles Sold,Sale (Dollars)
ACKLEY,01/06/2014,0,0,0,1,1,0,0,0,1,3,14.25,19,148.35
ACKLEY,01/07/2013,0,0,0,0,1,0,0,0,0,1,4.5,12,95.88
ACKLEY,01/08/2013,1,0,0,0,0,1,0,0,0,2,19.5,28,201.12
ACKLEY,01/13/2014,0,0,0,0,2,0,0,0,0,2,18.0,24,356.76
ACKLEY,01/16/2012,0,0,1,0,1,0,0,0,1,3,14.25,15,185.55
ACKLEY,01/16/2015,1,0,0,0,1,0,0,0,0,2,33.38,23,317.89
ACKLEY,01/17/2012,1,1,0,0,0,0,0,0,0,2,18.0,24,211.44
ACKLEY,01/22/2013,0,0,0,0,2,0,0,0,0,2,11.25,18,227.16000000000003
ACKLEY,01/26/2015,0,0,0,1,0,0,0,1,0,2,7.0,8,66.0
ACKLEY,01/27/2014,0,0,0,0,1,0,0,0,0,1,6.0,6,49.5
ACKLEY,01/30/2012,0,0,0,1,1,0,0,0,0,2,13.5,10,122.98
ACKLEY,02/04/2013,1,0,0,0,2,0,0,0,0,3,17.25,15,200.51999999999998
ACKLEY,02/12/2013,1,0,0,0,0,0,0,0,0,1,10.5,6,130.44
ACKLEY,02/14/2012,0,1,0,0,1,0,0,0,0,2,18.0,24,246.95999999999998
ACKLEY,02/16/2015,1,0,0,0,1,0,0,1,0,3,24.75,33,207.78
ACKLEY,02/17/2014,1,0,0,0,1,0,0,0,0,2,30.0,24,286.2
ACKLEY,02/25/2013,1,0,0,0,0,0,0,0,0,1,10.5,6,64.2
ACKLEY,02/28/2012,2,0,0,0,0,0,0,1,0,3,32.25,30,253.14
ACKLEY,03/03/2014,0,0,0,0,2,0,0,0,0,2,2.5,4,50.04
ACKLEY,03/06/2012,0,0,0,0,1,0,0,0,0,1,9.0,12,168.48
ACKLEY,03/09/2015,0,1,0,0,1,0,0,0,0,2,18.0,36,235.92000000000002
ACKLEY,03/10/2014,0,1,0,0,1,0,0,0,0,2,15.0,16,133.88
ACKLEY,03/12/2013,1,0,0,0,0,0,0,0,0,1,21.0,12,128.4
ACKLEY,03/17/2014,0,1,0,0,0,0,0,0,0,1,2.25,6,45.0
ACKLEY,03/18/2013,1,0,0,0,2,0,0,0,0,3,27.5,23,222.81
ACKLEY,03/19/2012,0,1,0,1,2,0,0,2,0,6,24.75,25,189.54
ACKLEY,03/20/2012,0,1,0,0,0,0,0,0,0,1,9.0,12,103.92
ACKLEY,03/25/2013,0,0,0,1,1,0,0,0,0,2,8.25,6,84.99000000000001
ACKLEY,03/30/2015,0,0,1,0,0,0,0,2,0,3,11.5,16,161.82
ACKLEY,04/02/2013,0,0,0,0,2,0,0,0,0,2,61.5,42,559.38
ACKLEY,04/06/2015,0,0,0,0,1,0,0,0,0,1,31.5,18,282.24
ACKLEY,04/09/2012,1,0,0,0,3,0,0,0,0,4,29.25,19,267.19
ACKLEY,04/10/2012,0,0,0,1,1,1,0,0,0,3,41.62,33,497.94
ACKLEY,04/13/2015,0,0,0,1,1,0,0,0,0,2,12.0,10,84.53999999999999
ACKLEY,04/14/2014,0,1,0,0,2,0,0,0,0,3,60.0,48,653.04
ACKLEY,04/15/2013,0,1,0,0,2,0,0,2,1,6,44.75,41,523.6899999999999
ACKLEY,04/20/2015,0,0,0,0,1,0,0,0,0,1,10.5,6,94.08
ACKLEY,04/22/2013,1,0,0,0,0,0,0,0,0,1,10.5,6,64.2
ACKLEY,04/23/2012,0,0,0,0,2,0,0,0,0,2,21.0,12,155.57999999999998
ACKLEY,04/24/2012,0,0,0,0,1,0,0,0,0,1,9.0,12,89.28
ACKLEY,05/04/2015,2,1,0,0,0,0,0,0,0,3,21.75,24,255.48000000000002
ACKLEY,05/05/2014,2,1,0,0,1,0,0,0,0,4,44.5,34,454.76
ACKLEY,05/07/2012,0,0,0,0,0,0,0,0,1,1,1.5,2,38.98
ACKLEY,05/11/2015,0,0,0,0,2,0,0,0,0,2,11.0,7,95.85000000000001
ACKLEY,05/13/2013,0,0,1,0,2,0,0,0,0,3,24.5,14,186.86
ACKLEY,05/19/2014,0,0,0,0,1,0,0,0,0,1,1.5,4,27.2
ACKLEY,05/20/2013,0,0,0,0,1,0,0,1,0,2,15.0,12,99.36
ACKLEY,05/22/2012,1,0,0,0,1,0,0,0,0,2,52.5,30,422.28
ACKLEY,05/25/2012,0,0,0,0,1,0,0,1,1,3,27.0,24,272.76
ACKLEY,06/01/2015,2,2,0,0,0,0,0,1,1,6,42.0,50,593.68
ACKLEY,06/04/2012,2,0,0,0,0,0,0,0,0,2,21.0,12,126.48
ACKLEY,06/04/2013,1,0,0,0,0,0,0,0,0,1,10.5,6,129.72
ACKLEY,06/09/2014,2,1,0,0,0,0,0,0,0,3,40.5,30,324.0
ACKLEY,06/15/2015,0,0,0,0,1,0,0,0,0,1,0.5,1,13.59
ACKLEY,06/18/2012,0,1,0,0,1,0,0,0,0,2,7.5,6,137.25
ACKLEY,06/19/2012,0,0,0,0,0,0,0,0,1,1,2.25,6,58.62
ACKLEY,06/23/2014,2,2,0,0,0,0,0,1,0,5,28.5,22,223.34
ACKLEY,06/25/2013,1,1,0,0,0,0,0,0,0,2,19.5,18,213.72
ACKLEY,06/26/2012,0,0,0,0,1,0,0,0,0,1,21.0,12,188.04
ACKLEY,07/01/2013,1,0,0,0,0,0,0,1,0,2,18.0,24,129.95999999999998
ACKLEY,07/06/2015,2,0,0,0,0,0,0,0,0,2,12.0,10,74.72
ACKLEY,07/07/2014,1,1,0,0,5,0,0,1,0,8,42.8,35,349.95
ACKLEY,07/08/2013,0,0,1,0,0,0,0,0,0,1,1.5,4,17.96
ACKLEY,07/13/2015,1,0,0,0,1,0,0,0,1,3,8.25,11,231.95999999999998
ACKLEY,07/15/2013,0,0,0,0,0,0,0,0,1,1,2.25,3,56.25
ACKLEY,07/16/2012,1,0,0,0,2,0,0,0,0,3,10.75,13,141.4
ACKLEY,07/20/2015,0,0,0,0,3,0,0,0,0,3,40.5,30,355.62
ACKLEY,07/21/2014,1,0,0,0,0,0,0,0,1,2,13.5,9,130.89
ACKLEY,07/22/2013,1,0,0,0,0,0,0,1,0,2,30.0,24,236.28
ACKLEY,07/29/2013,0,0,0,1,3,0,0,0,0,4,28.75,25,433.61999999999995
ACKLEY,07/31/2012,1,1,0,0,0,0,0,0,0,2,27.0,36,416.64
ACKLEY,08/03/2015,0,0,0,1,1,0,0,2,0,4,13.5,14,126.3
ACKLEY,08/04/2014,0,1,0,0,2,0,0,0,0,3,49.5,42,514.9200000000001
ACKLEY,08/06/2012,0,0,0,0,1,0,0,0,1,2,12.75,9,105.41999999999999
ACKLEY,08/10/2015,1,0,0,0,1,0,0,0,0,2,9.5,13,70.37
ACKLEY,08/11/2014,2,0,0,0,1,0,0,1,0,4,46.0,28,320.81
ACKLEY,08/13/2012,0,1,0,0,0,0,0,0,0,1,10.5,6,154.44
ACKLEY,08/19/2013,1,0,0,0,0,0,0,0,0,1,21.0,12,129.12
ACKLEY,08/25/2014,0,0,0,0,2,0,0,0,0,2,40.5,30,443.88
ACKLEY,08/26/2013,1,0,0,0,2,0,0,2,1,6,49.5,34,422.06
ACKLEY,08/27/2012,0,0,0,0,1,0,0,0,0,1,3.0,3,31.86
ACKLEY,08/28/2012,0,1,0,0,0,0,0,0,0,1,9.0,12,152.88
ACKLEY,08/31/2012,2,0,0,0,1,0,0,0,0,3,22.0,13,132.07
ACKLEY,08/31/2015,2,0,0,0,3,0,0,0,0,5,57.75,33,474.69
ACKLEY,09/09/2013,0,0,0,0,2,0,0,0,0,2,11.25,18,166.68
ACKLEY,09/11/2012,0,0,0,0,2,0,0,0,0,2,65.25,42,591.72
ACKLEY,09/14/2015,0,0,0,0,1,0,0,0,0,1,2.25,3,30.39
ACKLEY,09/15/2014,1,0,0,0,2,0,0,0,0,3,31.5,27,291.33
ACKLEY,09/16/2013,0,0,0,0,1,0,0,0,0,1,5.25,3,40.47
ACKLEY,09/21/2015,0,1,0,0,0,0,0,0,0,1,2.25,3,26.01
ACKLEY,09/23/2013,0,0,0,0,1,0,0,0,0,1,9.0,12,161.52
ACKLEY,09/28/2015,1,1,2,0,4,0,0,0,0,8,41.75,39,452.88
ACKLEY,09/29/2014,1,0,0,0,0,0,0,0,0,1,9.0,12,148.56
ACKLEY,10/01/2012,1,0,0,1,0,0,0,0,1,3,15.75,21,196.41
ACKLEY,10/05/2015,0,1,0,0,2,0,0,0,0,3,7.12,19,166.26
ACKLEY,10/07/2013,1,0,1,0,0,0,0,0,0,2,13.5,18,109.97999999999999
