City,Date,aggVODKA,aggRUM,aggBRANDIES,aggSCHNAPPS,aggWHISKIES,aggTEQUILA,aggSCOTCH,aggOTHER,aggLIQUEURS,numRecords,Volume Sold (Liters),Bottles Sold,Sale (Dollars)
ACKLEY,01/04/2016,2,1,0,0,8,0,0,2,2,15,114.0,118,1858.58
ACKLEY,01/05/2015,0,1,0,0,0,0,0,0,0,1,3.5,7,57.75
ACKLEY,01/08/2013,0,0,0,0,1,0,0,0,0,1,9.0,12,94.08
ACKLEY,01/11/2016,6,2,0,0,6,1,0,0,1,16,67.0,78,934.05
ACKLEY,01/16/2012,0,1,0,0,1,0,0,0,0,2,6.75,9,95.34
ACKLEY,01/16/2015,1,0,0,0,0,0,0,0,0,1,36.0,48,240.48
ACKLEY,01/20/2016,1,3,0,0,8,0,0,0,0,12,100.0,80,1377.9499999999998
ACKLEY,01/25/2016,6,0,3,3,8,0,0,7,1,28,199.75,173,1980.8399999999995
ACKLEY,01/26/2015,0,0,0,0,3,0,0,0,0,3,24.0,16,202.39999999999998
ACKLEY,01/27/2014,1,0,0,0,1,0,0,0,0,2,21.0,12,135.54
ACKLEY,02/01/2016,2,2,1,0,7,1,0,0,0,13,41.75,76,666.12
ACKLEY,02/04/2013,0,0,0,0,1,0,0,1,0,2,10.0,8,111.64
ACKLEY,02/16/2015,0,0,0,0,1,0,0,1,0,2,19.5,18,141.0
ACKLEY,02/17/2014,1,0,0,0,0,0,0,0,0,1,21.0,12,129.12
ACKLEY,02/20/2012,1,0,0,0,0,0,0,0,0,1,10.5,6,61.8
ACKLEY,02/25/2013,0,1,0,0,0,0,0,0,0,1,4.5,6,51.96
ACKLEY,03/09/2015,0,1,0,0,1,0,0,0,0,2,32.5,20,298.74
ACKLEY,03/10/2014,0,0,1,0,0,0,0,0,0,1,3.0,4,35.52
ACKLEY,03/17/2014,2,0,0,0,0,0,0,0,0,2,39.0,36,249.36
ACKLEY,03/19/2012,1,0,0,0,0,0,0,0,0,1,9.0,12,60.6
ACKLEY,03/20/2012,0,0,0,0,1,1,0,0,0,2,9.5,13,173.13
ACKLEY,03/25/2013,0,0,0,0,2,0,0,0,0,2,12.75,9,115.68
ACKLEY,03/30/2015,2,1,0,1,1,0,0,0,0,5,45.0,34,306.72
ACKLEY,04/02/2013,1,0,0,0,0,0,0,0,0,1,10.5,6,62.28
ACKLEY,04/06/2015,1,0,0,0,0,0,0,0,0,1,3.75,5,47.5
ACKLEY,04/07/2014,0,0,0,0,1,0,0,2,0,3,23.25,21,185.73
ACKLEY,04/09/2012,0,0,0,0,1,0,0,0,0,1,10.5,6,81.84
ACKLEY,04/13/2015,0,1,0,0,2,0,0,0,0,3,25.5,18,294.06
ACKLEY,04/20/2015,0,0,0,0,1,0,0,0,0,1,10.5,6,75.06
ACKLEY,04/22/2013,0,0,0,0,1,0,0,0,0,1,9.0,12,89.28
ACKLEY,04/24/2012,0,0,0,0,1,0,0,0,0,1,10.5,6,94.02
ACKLEY,04/28/2014,1,0,0,0,0,0,0,0,0,1,10.5,6,132.72
ACKLEY,05/01/2012,1,0,0,0,0,0,0,0,0,1,31.5,18,192.6
ACKLEY,05/04/2015,0,1,0,0,0,0,0,0,0,1,1.0,2,16.5
ACKLEY,05/05/2014,0,0,0,0,1,0,0,0,1,2,6.0,8,71.4
ACKLEY,05/07/2012,0,0,0,0,0,0,0,1,0,1,2.25,3,37.14
ACKLEY,05/07/2013,0,1,0,0,0,0,0,0,0,1,9.0,12,157.44
ACKLEY,05/11/2015,2,0,0,0,0,0,0,0,0,2,22.5,16,137.0
