GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units
0400000US19,19,Iowa,1600000US1922215,1922215,"Iowa - PLACE - Dow City city, Crawford County","Dow City city, Crawford County",510,242,0.32,0.00,0.32,1596.4,757.5
0400000US19,19,Iowa,1600000US1922305,1922305,Iowa - PLACE - Dows city,Dows city,538,305,0.80,0.03,0.77,699.4,396.5
0400000US19,19,Iowa,1550000US1922305069,1922305069,Iowa - PLACE - Dows city - Franklin County (part),Franklin County (part),78,42,0.29,0.03,0.26,294.8,158.7
0400000US19,19,Iowa,1550000US1922305197,1922305197,Iowa - PLACE - Dows city - Wright County (part),Wright County (part),460,263,0.50,0.00,0.50,911.5,521.1
0400000US19,19,Iowa,1600000US1922350,1922350,"Iowa - PLACE - Drakesville city, Davis County","Drakesville city, Davis County",184,85,0.25,0.00,0.25,747.7,345.4
0400000US19,19,Iowa,1600000US1922395,1922395,"Iowa - PLACE - Dubuque city, Dubuque County","Dubuque city, Dubuque County",57637,25029,31.22,1.25,29.97,1923.3,835.2
0400000US19,19,Iowa,1600000US1922620,1922620,"Iowa - PLACE - Dumont city, Butler County","Dumont city, Butler County",637,312,1.76,0.00,1.76,362.8,177.7
0400000US19,19,Iowa,1600000US1922710,1922710,"Iowa - PLACE - Duncan CDP, Hancock County","Duncan CDP, Hancock County",131,35,0.79,0.01,0.79,166.8,44.6
0400000US19,19,Iowa,1600000US1922755,1922755,"Iowa - PLACE - Duncombe city, Webster County","Duncombe city, Webster County",410,193,1.97,0.00,1.97,208.2,98.0
0400000US19,19,Iowa,1600000US1922800,1922800,"Iowa - PLACE - Dundee city, Delaware County","Dundee city, Delaware County",174,88,0.36,0.00,0.36,480.2,242.9
0400000US19,19,Iowa,1600000US1922845,1922845,"Iowa - PLACE - Dunkerton city, Black Hawk County","Dunkerton city, Black Hawk County",852,338,0.99,0.01,0.98,869.1,344.8
0400000US19,19,Iowa,1600000US1922890,1922890,Iowa - PLACE - Dunlap city,Dunlap city,1042,519,1.15,0.02,1.13,922.9,459.7
0400000US19,19,Iowa,1550000US1922890047,1922890047,Iowa - PLACE - Dunlap city - Crawford County (part),Crawford County (part),0,0,0.01,0.00,0.01,0.0,0.0
0400000US19,19,Iowa,1550000US1922890085,1922890085,Iowa - PLACE - Dunlap city - Harrison County (part),Harrison County (part),1042,519,1.14,0.02,1.12,930.4,463.4
0400000US19,19,Iowa,1600000US1922935,1922935,"Iowa - PLACE - Durango city, Dubuque County","Durango city, Dubuque County",22,10,0.04,0.00,0.04,573.2,260.5
0400000US19,19,Iowa,1600000US1922980,1922980,Iowa - PLACE - Durant city,Durant city,1832,783,1.15,0.00,1.15,1594.7,681.6
0400000US19,19,Iowa,1550000US1922980031,1922980031,Iowa - PLACE - Durant city - Cedar County (part),Cedar County (part),1737,738,0.92,0.00,0.92,1885.8,801.2
0400000US19,19,Iowa,1550000US1922980139,1922980139,Iowa - PLACE - Durant city - Muscatine County (part),Muscatine County (part),3,2,0.07,0.00,0.07,40.3,26.9
0400000US19,19,Iowa,1550000US1922980163,1922980163,Iowa - PLACE - Durant city - Scott County (part),Scott County (part),92,43,0.15,0.00,0.15,600.4,280.6
0400000US19,19,Iowa,1600000US1923115,1923115,Iowa - PLACE - Dyersville city,Dyersville city,4058,1808,5.63,0.01,5.63,721.0,321.2
0400000US19,19,Iowa,1550000US1923115055,1923115055,Iowa - PLACE - Dyersville city - Delaware County (part),Delaware County (part),179,63,1.82,0.01,1.81,98.9,34.8
0400000US19,19,Iowa,1550000US1923115061,1923115061,Iowa - PLACE - Dyersville city - Dubuque County (part),Dubuque County (part),3879,1745,3.82,0.00,3.82,1016.0,457.0
0400000US19,19,Iowa,1600000US1923160,1923160,"Iowa - PLACE - Dysart city, Tama County","Dysart city, Tama County",1379,598,1.25,0.00,1.25,1107.5,480.2
0400000US19,19,Iowa,1600000US1923250,1923250,"Iowa - PLACE - Eagle Grove city, Wright County","Eagle Grove city, Wright County",3583,1649,4.04,0.00,4.04,886.8,408.1
0400000US19,19,Iowa,1600000US1923340,1923340,"Iowa - PLACE - Earlham city, Madison County","Earlham city, Madison County",1450,571,0.97,0.00,0.97,1499.0,590.3
0400000US19,19,Iowa,1600000US1923385,1923385,"Iowa - PLACE - Earling city, Shelby County","Earling city, Shelby County",437,185,0.60,0.00,0.60,725.1,307.0
0400000US19,19,Iowa,1600000US1923430,1923430,"Iowa - PLACE - Earlville city, Delaware County","Earlville city, Delaware County",812,354,0.55,0.00,0.55,1469.6,640.7
0400000US19,19,Iowa,1600000US1923475,1923475,"Iowa - PLACE - Early city, Sac County","Early city, Sac County",557,287,0.39,0.00,0.39,1425.5,734.5
0400000US19,19,Iowa,1600000US1923520,1923520,"Iowa - PLACE - East Amana CDP, Iowa County","East Amana CDP, Iowa County",56,31,0.71,0.00,0.71,78.4,43.4
0400000US19,19,Iowa,1600000US1923790,1923790,"Iowa - PLACE - East Peru city, Madison County","East Peru city, Madison County",125,51,0.94,0.00,0.94,133.6,54.5
0400000US19,19,Iowa,1600000US1923970,1923970,Iowa - PLACE - Eddyville city,Eddyville city,1024,449,1.18,0.00,1.18,867.0,380.1
0400000US19,19,Iowa,1550000US1923970123,1923970123,Iowa - PLACE - Eddyville city - Mahaska County (part),Mahaska County (part),221,96,0.29,0.00,0.29,758.3,329.4
0400000US19,19,Iowa,1550000US1923970135,1923970135,Iowa - PLACE - Eddyville city - Monroe County (part),Monroe County (part),2,1,0.03,0.00,0.03,71.0,35.5
0400000US19,19,Iowa,1550000US1923970179,1923970179,Iowa - PLACE - Eddyville city - Wapello County (part),Wapello County (part),801,352,0.86,0.00,0.86,929.8,408.6
0400000US19,19,Iowa,1600000US1924060,1924060,Iowa - PLACE - Edgewood city,Edgewood city,864,421,0.85,0.00,0.85,1021.9,497.9
0400000US19,19,Iowa,1550000US1924060043,1924060043,Iowa - PLACE - Edgewood city - Clayton County (part),Clayton County (part),280,149,0.41,0.00,0.41,682.1,363.0
0400000US19,19,Iowa,1550000US1924060055,1924060055,Iowa - PLACE - Edgewood city - Delaware County (part),Delaware County (part),584,272,0.44,0.00,0.44,1342.5,625.3
0400000US19,19,Iowa,1600000US1924375,1924375,"Iowa - PLACE - Elberon city, Tama County","Elberon city, Tama County",196,90,0.65,0.00,0.65,299.9,137.7
0400000US19,19,Iowa,1600000US1924420,1924420,"Iowa - PLACE - Eldon city, Wapello County","Eldon city, Wapello County",927,448,1.12,0.01,1.11,833.0,402.6
0400000US19,19,Iowa,1600000US1924465,1924465,"Iowa - PLACE - Eldora city, Hardin County","Eldora city, Hardin County",2732,1275,4.33,0.00,4.33,631.2,294.6
0400000US19,19,Iowa,1600000US1924600,1924600,"Iowa - PLACE - Eldridge city, Scott County","Eldridge city, Scott County",5651,2296,9.48,0.00,9.48,596.0,242.2
0400000US19,19,Iowa,1600000US1924645,1924645,"Iowa - PLACE - Elgin city, Fayette County","Elgin city, Fayette County",683,343,0.66,0.00,0.66,1032.0,518.3
0400000US19,19,Iowa,1600000US1924690,1924690,"Iowa - PLACE - Elkader city, Clayton County","Elkader city, Clayton County",1273,627,1.39,0.00,1.39,915.7,451.0
0400000US19,19,Iowa,1600000US1924735,1924735,"Iowa - PLACE - Elkhart city, Polk County","Elkhart city, Polk County",683,269,1.58,0.00,1.58,432.9,170.5
0400000US19,19,Iowa,1600000US1924780,1924780,"Iowa - PLACE - Elk Horn city, Shelby County","Elk Horn city, Shelby County",662,274,0.77,0.00,0.77,860.2,356.0
0400000US19,19,Iowa,1600000US1924825,1924825,"Iowa - PLACE - Elkport city, Clayton County","Elkport city, Clayton County",37,15,0.25,0.00,0.25,148.4,60.2
0400000US19,19,Iowa,1600000US1924870,1924870,"Iowa - PLACE - Elk Run Heights city, Black Hawk County","Elk Run Heights city, Black Hawk County",1117,465,1.07,0.00,1.06,1051.4,437.7
0400000US19,19,Iowa,1600000US1924915,1924915,"Iowa - PLACE - Elliott city, Montgomery County","Elliott city, Montgomery County",350,168,0.42,0.00,0.42,839.6,403.0
0400000US19,19,Iowa,1600000US1925005,1925005,"Iowa - PLACE - Ellston city, Ringgold County","Ellston city, Ringgold County",43,23,0.22,0.00,0.22,193.4,103.4
0400000US19,19,Iowa,1600000US1925050,1925050,"Iowa - PLACE - Ellsworth city, Hamilton County","Ellsworth city, Hamilton County",531,230,0.90,0.00,0.90,591.8,256.3
0400000US19,19,Iowa,1600000US1925095,1925095,"Iowa - PLACE - Elma city, Howard County","Elma city, Howard County",546,272,1.29,0.00,1.29,423.7,211.1
0400000US19,19,Iowa,1600000US1925365,1925365,"Iowa - PLACE - Ely city, Linn County","Ely city, Linn County",1776,650,1.44,0.00,1.44,1232.8,451.2
0400000US19,19,Iowa,1600000US1925500,1925500,"Iowa - PLACE - Emerson city, Mills County","Emerson city, Mills County",438,203,0.26,0.00,0.26,1710.0,792.5
0400000US19,19,Iowa,1600000US1925590,1925590,"Iowa - PLACE - Emmetsburg city, Palo Alto County","Emmetsburg city, Palo Alto County",3904,1836,3.97,0.16,3.81,1024.6,481.8
0400000US19,19,Iowa,1600000US1925725,1925725,"Iowa - PLACE - Epworth city, Dubuque County","Epworth city, Dubuque County",1860,651,1.56,0.00,1.56,1190.3,416.6
0400000US19,19,Iowa,1600000US1925815,1925815,"Iowa - PLACE - Essex city, Page County","Essex city, Page County",798,372,1.50,0.00,1.50,530.3,247.2
0400000US19,19,Iowa,1600000US1925860,1925860,"Iowa - PLACE - Estherville city, Emmet County","Estherville city, Emmet County",6360,2892,5.32,0.00,5.32,1194.8,543.3
0400000US19,19,Iowa,1600000US1925995,1925995,"Iowa - PLACE - Evansdale city, Black Hawk County","Evansdale city, Black Hawk County",4751,2048,4.11,0.07,4.05,1173.3,505.8
0400000US19,19,Iowa,1600000US1926175,1926175,"Iowa - PLACE - Everly city, Clay County","Everly city, Clay County",603,294,1.10,0.02,1.09,555.3,270.7
0400000US19,19,Iowa,1600000US1926265,1926265,"Iowa - PLACE - Exira city, Audubon County","Exira city, Audubon County",840,422,1.02,0.00,1.02,826.5,415.2
0400000US19,19,Iowa,1600000US1926310,1926310,"Iowa - PLACE - Exline city, Appanoose County","Exline city, Appanoose County",160,85,0.99,0.00,0.99,161.3,85.7
0400000US19,19,Iowa,1600000US1926355,1926355,Iowa - PLACE - Fairbank city,Fairbank city,1113,498,0.73,0.02,0.71,1559.8,697.9
0400000US19,19,Iowa,1550000US1926355019,1926355019,Iowa - PLACE - Fairbank city - Buchanan County (part),Buchanan County (part),817,392,0.51,0.02,0.49,1673.0,802.7
0400000US19,19,Iowa,1550000US1926355065,1926355065,Iowa - PLACE - Fairbank city - Fayette County (part),Fayette County (part),296,106,0.23,0.00,0.23,1314.2,470.6
0400000US19,19,Iowa,1600000US1926400,1926400,"Iowa - PLACE - Fairfax city, Linn County","Fairfax city, Linn County",2123,803,1.95,0.02,1.94,1096.9,414.9
0400000US19,19,Iowa,1600000US1926445,1926445,"Iowa - PLACE - Fairfield city, Jefferson County","Fairfield city, Jefferson County",9464,4650,6.42,0.16,6.26,1511.3,742.5
0400000US19,19,Iowa,1600000US1926760,1926760,"Iowa - PLACE - Farley city, Dubuque County","Farley city, Dubuque County",1537,586,1.85,0.00,1.85,831.3,316.9
0400000US19,19,Iowa,1600000US1926850,1926850,"Iowa - PLACE - Farmersburg city, Clayton County","Farmersburg city, Clayton County",302,133,0.40,0.00,0.40,752.2,331.3
0400000US19,19,Iowa,1600000US1926895,1926895,"Iowa - PLACE - Farmington city, Van Buren County","Farmington city, Van Buren County",664,337,0.47,0.00,0.47,1417.1,719.2
0400000US19,19,Iowa,1600000US1926940,1926940,Iowa - PLACE - Farnhamville city,Farnhamville city,371,201,0.66,0.01,0.65,568.4,307.9
0400000US19,19,Iowa,1550000US1926940025,1926940025,Iowa - PLACE - Farnhamville city - Calhoun County (part),Calhoun County (part),371,201,0.64,0.01,0.64,581.6,315.1
0400000US19,19,Iowa,1550000US1926940187,1926940187,Iowa - PLACE - Farnhamville city - Webster County (part),Webster County (part),0,0,0.01,0.00,0.01,0.0,0.0
0400000US19,19,Iowa,1600000US1926985,1926985,"Iowa - PLACE - Farragut city, Fremont County","Farragut city, Fremont County",485,229,0.41,0.00,0.41,1194.7,564.1
0400000US19,19,Iowa,1600000US1927165,1927165,"Iowa - PLACE - Fayette city, Fayette County","Fayette city, Fayette County",1338,485,1.48,0.00,1.48,903.0,327.3
0400000US19,19,Iowa,1600000US1927210,1927210,"Iowa - PLACE - Fenton city, Kossuth County","Fenton city, Kossuth County",279,168,0.34,0.00,0.34,811.8,488.8
0400000US19,19,Iowa,1600000US1927255,1927255,"Iowa - PLACE - Ferguson city, Marshall County","Ferguson city, Marshall County",126,59,0.26,0.00,0.26,493.9,231.3
0400000US19,19,Iowa,1600000US1927390,1927390,"Iowa - PLACE - Fertile city, Worth County","Fertile city, Worth County",370,161,0.94,0.00,0.94,394.0,171.5
0400000US19,19,Iowa,1600000US1927975,1927975,"Iowa - PLACE - Floris city, Davis County","Floris city, Davis County",138,62,0.48,0.00,0.48,285.2,128.1
0400000US19,19,Iowa,1600000US1928020,1928020,"Iowa - PLACE - Floyd city, Floyd County","Floyd city, Floyd County",335,149,0.60,0.00,0.60,561.6,249.8
0400000US19,19,Iowa,1600000US1928245,1928245,"Iowa - PLACE - Fonda city, Pocahontas County","Fonda city, Pocahontas County",631,329,1.05,0.00,1.05,602.9,314.3
0400000US19,19,Iowa,1600000US1928290,1928290,"Iowa - PLACE - Fontanelle city, Adair County","Fontanelle city, Adair County",672,336,0.96,0.00,0.96,703.1,351.6
0400000US19,19,Iowa,1600000US1928380,1928380,Iowa - PLACE - Forest City city,Forest City city,4151,1909,4.64,0.00,4.64,894.3,411.3
0400000US19,19,Iowa,1550000US1928380081,1928380081,Iowa - PLACE - Forest City city - Hancock County (part),Hancock County (part),339,196,2.08,0.00,2.08,163.1,94.3
0400000US19,19,Iowa,1550000US1928380189,1928380189,Iowa - PLACE - Forest City city - Winnebago County (part),Winnebago County (part),3812,1713,2.56,0.00,2.56,1487.0,668.2
0400000US19,19,Iowa,1600000US1928425,1928425,"Iowa - PLACE - Fort Atkinson city, Winneshiek County","Fort Atkinson city, Winneshiek County",349,170,0.31,0.00,0.31,1114.7,543.0
0400000US19,19,Iowa,1600000US1928515,1928515,"Iowa - PLACE - Fort Dodge city, Webster County","Fort Dodge city, Webster County",25206,11215,16.31,0.26,16.05,1570.3,698.7
0400000US19,19,Iowa,1600000US1928605,1928605,"Iowa - PLACE - Fort Madison city, Lee County","Fort Madison city, Lee County",11051,4956,13.23,3.74,9.49,1164.2,522.1
0400000US19,19,Iowa,1600000US1928650,1928650,"Iowa - PLACE - Fostoria city, Clay County","Fostoria city, Clay County",231,94,0.47,0.00,0.47,487.0,198.2
0400000US19,19,Iowa,1600000US1928740,1928740,"Iowa - PLACE - Franklin city, Lee County","Franklin city, Lee County",143,64,0.15,0.00,0.15,959.6,429.5
0400000US19,19,Iowa,1600000US1928920,1928920,"Iowa - PLACE - Fraser city, Boone County","Fraser city, Boone County",102,63,0.88,0.05,0.83,122.7,75.8
0400000US19,19,Iowa,1600000US1928965,1928965,"Iowa - PLACE - Fredericksburg city, Chickasaw County","Fredericksburg city, Chickasaw County",931,462,0.86,0.00,0.86,1080.5,536.2
0400000US19,19,Iowa,1600000US1929010,1929010,"Iowa - PLACE - Frederika city, Bremer County","Frederika city, Bremer County",183,118,0.20,0.00,0.20,917.3,591.5
0400000US19,19,Iowa,1600000US1929055,1929055,"Iowa - PLACE - Fredonia city, Louisa County","Fredonia city, Louisa County",244,93,0.17,0.00,0.17,1473.9,561.8
0400000US19,19,Iowa,1600000US1929190,1929190,"Iowa - PLACE - Fremont city, Mahaska County","Fremont city, Mahaska County",743,327,1.03,0.00,1.03,719.6,316.7
0400000US19,19,Iowa,1600000US1929280,1929280,"Iowa - PLACE - Fruitland city, Muscatine County","Fruitland city, Muscatine County",977,342,1.80,0.00,1.80,542.6,189.9
0400000US19,19,Iowa,1600000US1929325,1929325,"Iowa - PLACE - Frytown CDP, Johnson County","Frytown CDP, Johnson County",165,68,0.81,0.00,0.81,203.7,83.9
0400000US19,19,Iowa,1600000US1929550,1929550,"Iowa - PLACE - Galt city, Wright County","Galt city, Wright County",32,17,0.54,0.00,0.54,59.7,31.7
0400000US19,19,Iowa,1600000US1929595,1929595,"Iowa - PLACE - Galva city, Ida County","Galva city, Ida County",434,189,0.71,0.00,0.71,609.6,265.5
0400000US19,19,Iowa,1600000US1929685,1929685,"Iowa - PLACE - Garber city, Clayton County","Garber city, Clayton County",88,48,0.23,0.00,0.23,383.0,208.9
0400000US19,19,Iowa,1600000US1929730,1929730,"Iowa - PLACE - Garden City CDP, Hardin County","Garden City CDP, Hardin County",89,47,1.00,0.00,1.00,89.2,47.1
0400000US19,19,Iowa,1600000US1929775,1929775,"Iowa - PLACE - Garden Grove city, Decatur County","Garden Grove city, Decatur County",211,103,0.69,0.00,0.69,304.4,148.6
0400000US19,19,Iowa,1600000US1929910,1929910,"Iowa - PLACE - Garnavillo city, Clayton County","Garnavillo city, Clayton County",745,359,1.02,0.00,1.02,728.6,351.1
0400000US19,19,Iowa,1600000US1929955,1929955,"Iowa - PLACE - Garner city, Hancock County","Garner city, Hancock County",3129,1380,2.05,0.00,2.05,1522.8,671.6
0400000US19,19,Iowa,1600000US1930000,1930000,"Iowa - PLACE - Garrison city, Benton County","Garrison city, Benton County",371,166,0.25,0.00,0.25,1504.1,673.0
0400000US19,19,Iowa,1600000US1930045,1930045,"Iowa - PLACE - Garwin city, Tama County","Garwin city, Tama County",527,254,1.01,0.00,1.01,524.0,252.5
0400000US19,19,Iowa,1600000US1930135,1930135,"Iowa - PLACE - Geneva city, Franklin County","Geneva city, Franklin County",165,74,0.42,0.00,0.42,390.6,175.2
0400000US19,19,Iowa,1600000US1930225,1930225,"Iowa - PLACE - George city, Lyon County","George city, Lyon County",1080,504,2.40,0.00,2.40,450.5,210.2
0400000US19,19,Iowa,1600000US1930540,1930540,"Iowa - PLACE - Gibson city, Keokuk County","Gibson city, Keokuk County",61,34,0.07,0.00,0.07,921.3,513.5
0400000US19,19,Iowa,1600000US1930630,1930630,"Iowa - PLACE - Gilbert city, Story County","Gilbert city, Story County",1082,390,0.91,0.00,0.91,1185.6,427.3
0400000US19,19,Iowa,1600000US1930675,1930675,"Iowa - PLACE - Gilbertville city, Black Hawk County","Gilbertville city, Black Hawk County",712(r42151),313(r18515),0.40,0.00,0.40,1789.8,786.8
0400000US19,19,Iowa,1600000US1930810,1930810,"Iowa - PLACE - Gillett Grove city, Clay County","Gillett Grove city, Clay County",49,30,0.19,0.00,0.19,255.7,156.6
0400000US19,19,Iowa,1600000US1930900,1930900,"Iowa - PLACE - Gilman city, Marshall County","Gilman city, Marshall County",509,253,0.54,0.00,0.54,940.7,467.6
0400000US19,19,Iowa,1600000US1930945,1930945,Iowa - PLACE - Gilmore City city,Gilmore City city,504,277,1.25,0.00,1.25,404.4,222.2
0400000US19,19,Iowa,1550000US1930945091,1930945091,Iowa - PLACE - Gilmore City city - Humboldt County (part),Humboldt County (part),281,165,0.95,0.00,0.95,294.6,173.0
0400000US19,19,Iowa,1550000US1930945151,1930945151,Iowa - PLACE - Gilmore City city - Pocahontas County (part),Pocahontas County (part),223,112,0.29,0.00,0.29,762.3,382.8
0400000US19,19,Iowa,1600000US1931035,1931035,"Iowa - PLACE - Gladbrook city, Tama County","Gladbrook city, Tama County",945,467,0.70,0.00,0.70,1357.3,670.8
0400000US19,19,Iowa,1600000US1931350,1931350,"Iowa - PLACE - Glenwood city, Mills County","Glenwood city, Mills County",5269,2045,2.96,0.01,2.95,1787.1,693.6
0400000US19,19,Iowa,1600000US1931395,1931395,"Iowa - PLACE - Glidden city, Carroll County","Glidden city, Carroll County",1146,523,1.11,0.00,1.11,1035.8,472.7
0400000US19,19,Iowa,1600000US1931530,1931530,"Iowa - PLACE - Goldfield city, Wright County","Goldfield city, Wright County",635,313,1.19,0.00,1.19,532.0,262.2
0400000US19,19,Iowa,1600000US1931575,1931575,"Iowa - PLACE - Goodell city, Hancock County","Goodell city, Hancock County",139,77,0.43,0.00,0.43,325.0,180.0
0400000US19,19,Iowa,1600000US1931665,1931665,"Iowa - PLACE - Goose Lake city, Clinton County","Goose Lake city, Clinton County",240,90,0.32,0.00,0.32,760.4,285.1
0400000US19,19,Iowa,1600000US1931710,1931710,"Iowa - PLACE - Gowrie city, Webster County","Gowrie city, Webster County",1037,489,1.45,0.00,1.45,715.6,337.4
0400000US19,19,Iowa,1600000US1931800,1931800,"Iowa - PLACE - Graettinger city, Palo Alto County","Graettinger city, Palo Alto County",844,440,0.77,0.00,0.77,1097.0,571.9
0400000US19,19,Iowa,1600000US1931845,1931845,"Iowa - PLACE - Graf city, Dubuque County","Graf city, Dubuque County",79,30,0.14,0.00,0.14,567.0,215.3
0400000US19,19,Iowa,1600000US1931890,1931890,"Iowa - PLACE - Grafton city, Worth County","Grafton city, Worth County",252,126,0.33,0.00,0.33,774.8,387.4
0400000US19,19,Iowa,1600000US1931980,1931980,"Iowa - PLACE - Grand Junction city, Greene County","Grand Junction city, Greene County",824,383,0.97,0.00,0.97,852.0,396.0
0400000US19,19,Iowa,1600000US1932025,1932025,"Iowa - PLACE - Grand Mound city, Clinton County","Grand Mound city, Clinton County",642,253,1.82,0.00,1.82,352.9,139.1
0400000US19,19,Iowa,1600000US1932070,1932070,"Iowa - PLACE - Grand River city, Decatur County","Grand River city, Decatur County",236,128,0.21,0.00,0.21,1134.8,615.5
0400000US19,19,Iowa,1600000US1932115,1932115,"Iowa - PLACE - Grandview city, Louisa County","Grandview city, Louisa County",556,233,0.23,0.00,0.23,2457.9,1030.0
0400000US19,19,Iowa,1600000US1932160,1932160,Iowa - PLACE - Granger city,Granger city,1244,490,1.45,0.00,1.45,857.8,337.9
0400000US19,19,Iowa,1550000US1932160049,1932160049,Iowa - PLACE - Granger city - Dallas County (part),Dallas County (part),1032,421,1.29,0.00,1.29,797.8,325.5
0400000US19,19,Iowa,1550000US1932160153,1932160153,Iowa - PLACE - Granger city - Polk County (part),Polk County (part),212,69,0.16,0.00,0.16,1354.0,440.7
0400000US19,19,Iowa,1600000US1932295,1932295,"Iowa - PLACE - Grant city, Montgomery County","Grant city, Montgomery County",92,54,0.75,0.01,0.74,124.7,73.2
0400000US19,19,Iowa,1600000US1932475,1932475,"Iowa - PLACE - Granville city, Sioux County","Granville city, Sioux County",312,161,0.29,0.00,0.29,1089.5,562.2
0400000US19,19,Iowa,1600000US1932520,1932520,"Iowa - PLACE - Gravity city, Taylor County","Gravity city, Taylor County",188,103,0.30,0.00,0.30,629.9,345.1
0400000US19,19,Iowa,1600000US1932565,1932565,"Iowa - PLACE - Gray city, Audubon County","Gray city, Audubon County",63,36,1.00,0.00,1.00,63.3,36.2
0400000US19,19,Iowa,1600000US1932610,1932610,"Iowa - PLACE - Greeley city, Delaware County","Greeley city, Delaware County",256,108,0.37,0.00,0.37,687.9,290.2
0400000US19,19,Iowa,1600000US1932745,1932745,Iowa - PLACE - Greene city,Greene city,1130,575,1.21,0.07,1.14,994.8,506.2
0400000US19,19,Iowa,1550000US1932745023,1932745023,Iowa - PLACE - Greene city - Butler County (part),Butler County (part),1130,575,1.20,0.07,1.13,1002.2,510.0
0400000US19,19,Iowa,1550000US1932745067,1932745067,Iowa - PLACE - Greene city - Floyd County (part),Floyd County (part),0,0,0.01,0.00,0.01,0.0,0.0
0400000US19,19,Iowa,1600000US1932790,1932790,"Iowa - PLACE - Greenfield city, Adair County","Greenfield city, Adair County",1982,1000,1.81,0.00,1.81,1092.9,551.4
0400000US19,19,Iowa,1600000US1932925,1932925,"Iowa - PLACE - Green Mountain CDP, Marshall County","Green Mountain CDP, Marshall County",126,66,0.69,0.00,0.69,183.7,96.2
0400000US19,19,Iowa,1600000US1932970,1932970,"Iowa - PLACE - Greenville city, Clay County","Greenville city, Clay County",75,34,0.18,0.00,0.18,423.9,192.2
0400000US19,19,Iowa,1600000US1933060,1933060,Iowa - PLACE - Grimes city,Grimes city,8246,3272,11.87,0.03,11.84,696.4,276.3
0400000US19,19,Iowa,1550000US1933060049,1933060049,Iowa - PLACE - Grimes city - Dallas County (part),Dallas County (part),14,8,1.70,0.00,1.70,8.2,4.7
0400000US19,19,Iowa,1550000US1933060153,1933060153,Iowa - PLACE - Grimes city - Polk County (part),Polk County (part),8232,3264,10.17,0.03,10.14,812.1,322.0
0400000US19,19,Iowa,1600000US1933105,1933105,"Iowa - PLACE - Grinnell city, Poweshiek County","Grinnell city, Poweshiek County",9218,3844,5.64,0.04,5.60,1647.4,687.0
0400000US19,19,Iowa,1600000US1933150,1933150,"Iowa - PLACE - Griswold city, Cass County","Griswold city, Cass County",1036,507,0.62,0.00,0.62,1682.9,823.6
0400000US19,19,Iowa,1600000US1933195,1933195,"Iowa - PLACE - Grundy Center city, Grundy County","Grundy Center city, Grundy County",2706,1256,2.53,0.00,2.53,1070.9,497.1
0400000US19,19,Iowa,1600000US1933240,1933240,"Iowa - PLACE - Gruver city, Emmet County","Gruver city, Emmet County",94,40,0.13,0.00,0.13,722.2,307.3
0400000US19,19,Iowa,1600000US1933285,1933285,"Iowa - PLACE - Guernsey city, Poweshiek County","Guernsey city, Poweshiek County",63,32,0.18,0.00,0.18,342.3,173.9
0400000US19,19,Iowa,1600000US1933420,1933420,"Iowa - PLACE - Guthrie Center city, Guthrie County","Guthrie Center city, Guthrie County",1569,796,2.47,0.00,2.47,635.3,322.3
0400000US19,19,Iowa,1600000US1933465,1933465,"Iowa - PLACE - Guttenberg city, Clayton County","Guttenberg city, Clayton County",1919,1085,2.12,0.03,2.09,917.8,518.9
0400000US19,19,Iowa,1600000US1933645,1933645,"Iowa - PLACE - Halbur city, Carroll County","Halbur city, Carroll County",246,98,0.19,0.00,0.19,1261.6,502.6
0400000US19,19,Iowa,1600000US1933780,1933780,"Iowa - PLACE - Hamburg city, Fremont County","Hamburg city, Fremont County",1187,594,1.10,0.00,1.10,1081.0,541.0
0400000US19,19,Iowa,1600000US1933870,1933870,"Iowa - PLACE - Hamilton city, Marion County","Hamilton city, Marion County",130,54,0.54,0.00,0.54,239.5,99.5
0400000US19,19,Iowa,1600000US1933960,1933960,"Iowa - PLACE - Hampton city, Franklin County","Hampton city, Franklin County",4461,1971,4.43,0.00,4.43,1007.1,445.0
0400000US19,19,Iowa,1600000US1934005,1934005,"Iowa - PLACE - Hancock city, Pottawattamie County","Hancock city, Pottawattamie County",196,95,0.77,0.02,0.74,263.2,127.6
0400000US19,19,Iowa,1600000US1934185,1934185,"Iowa - PLACE - Hanlontown city, Worth County","Hanlontown city, Worth County",226,96,0.97,0.00,0.97,232.5,98.8
0400000US19,19,Iowa,1600000US1934365,1934365,"Iowa - PLACE - Hansell city, Franklin County","Hansell city, Franklin County",98,52,0.23,0.00,0.23,430.9,228.6
0400000US19,19,Iowa,1600000US1934410,1934410,"Iowa - PLACE - Harcourt city, Webster County","Harcourt city, Webster County",303,146,1.00,0.00,1.00,301.5,145.3
0400000US19,19,Iowa,1600000US1934455,1934455,"Iowa - PLACE - Hardy city, Humboldt County","Hardy city, Humboldt County",47,26,0.44,0.00,0.44,106.5,58.9
